split,file_name,question,answer,receipt_currency,question_category,operations
dev,X51005724625,Which position is the lowest by quantity?,2.0,Malaysian ringgit,count,sorting
dev,X51005724625,How many positions are in the receipt?,3.0,Malaysian ringgit,count,counting
dev,X51005724625,What is the quantity of the change?,16.45,Malaysian ringgit,amount,-
dev,X51005724625,What is the total amount?,283.55,Malaysian ringgit,amount,-
dev,X51005724625,What share of the cash was returned as the change?,0.0548333333333333,Malaysian ringgit,ratio,division
dev,X51005724625,How much was paid by cash?,300.0,Malaysian ringgit,amount,-
dev,X51005724625,How much is tax to total amount ratio?,0.0566037735849056,Malaysian ringgit,ratio,division
dev,X51005745213,How much should be paid for 4 items from the 1st position?,28.0,Malaysian ringgit,amount,multiplication;sorting
dev,X51005745213,What is the quantity of products in the 1st position?,1.0,Malaysian ringgit,count,sorting
dev,X51005745213,How many goods in the 1st position can be bought for 12?,1.0,Malaysian ringgit,count,division;sorting
dev,X51005745213,How many goods were sold in total?,1.0,Malaysian ringgit,count,summation
dev,X51005745213,What is the price of the 1st position in thousands?,0.007,Malaysian ringgit,amount,division;sorting
dev,X51005745213,What is the rounding value?,0.01,Malaysian ringgit,amount,-
dev,X51005745213,What is the total amount?,7.0,Malaysian ringgit,amount,-
dev,X51005745213,What is the payment made by cash?,7.0,Malaysian ringgit,amount,-
dev,X51005746206,How many positions do contain zero price?,0.0,Malaysian ringgit,count,counting
dev,X51005746206,How many positions are with price lower than or equal to 35.0 in the receipt?,1.0,Malaysian ringgit,count,counting;sorting
dev,X51005746206,How much is the greatest unit price?,70.0,Malaysian ringgit,amount,division;sorting
dev,X51005746206,How many goods were sold in total?,2.0,Malaysian ringgit,count,summation
dev,X51005746206,How many goods in the 2nd position were purchased?,1.0,Malaysian ringgit,count,sorting
dev,X51005746206,How many positions are in the receipt?,2.0,Malaysian ringgit,count,counting
dev,X51005746206,How much cash was received?,105.0,Malaysian ringgit,amount,-
dev,X51005746206,How much should be paid?,105.0,Malaysian ringgit,amount,-
dev,X51005746206,What is net total and total amount ratio?,0.9434285714285716,Malaysian ringgit,ratio,division
dev,X51005757220,What is the total quantity of goods sold?,19.0,Malaysian ringgit,count,summation
dev,X51005757220,What would be the price of the 4th position if the quantity in that position were to change to 4?,61.6,Malaysian ringgit,amount,division;multiplication;sorting
dev,X51005757220,What is the smallest unit price in the receipt?,2.75,Malaysian ringgit,amount,division;sorting
dev,X51005757220,How many positions are free of cost?,0.0,Malaysian ringgit,count,counting
dev,X51005757220,What is the price of the 1st position in thousands?,0.0109,Malaysian ringgit,amount,division;sorting
dev,X51005757220,How many goods in the 3rd position can be bought for 48?,17.0,Malaysian ringgit,count,division;sorting
dev,X51005757220,Which position has the smallest amount?,1.0,Malaysian ringgit,count,sorting
dev,X51005757220,How many goods in the 2nd position were purchased?,1.0,Malaysian ringgit,count,sorting
dev,X51005757220,Which part of cash was given back as change?,0.188,Malaysian ringgit,ratio,division
dev,X51005757220,What is the total amount?,81.2,Malaysian ringgit,amount,-
dev,X51005757220,How much cash was received?,100.0,Malaysian ringgit,amount,-
dev,X51005757220,How much is the change?,18.8,Malaysian ringgit,amount,-
dev,X51005757282,How much is the maximum unit price?,18.0,Malaysian ringgit,amount,division;sorting
dev,X51005757282,Which position has the largest amount?,1.0,Malaysian ringgit,count,sorting
dev,X51005757282,What is the highest price of a position?,18.0,Malaysian ringgit,amount,sorting
dev,X51005757282,How much should be paid for 4 products from the 2nd position?,72.0,Malaysian ringgit,amount,multiplication;sorting
dev,X51005757282,What is the price of the 2nd position in thousands?,0.018,Malaysian ringgit,amount,division;sorting
dev,X51005757282,How many positions are with price lower than or equal to 18.0 in the receipt?,3.0,Malaysian ringgit,count,counting;sorting
dev,X51005757282,How many positions are free of cost?,0.0,Malaysian ringgit,count,counting
dev,X51005757282,What is the quantity of items in the 2nd position?,1.0,Malaysian ringgit,count,sorting
dev,X51005757282,What is the sum of prices in the first 2 positions?,24.0,Malaysian ringgit,amount,sorting;summation
dev,X51005757282,What is net total and total amount ratio?,1.0,Malaysian ringgit,ratio,division
dev,X51005757282,How much should be paid?,24.5,Malaysian ringgit,amount,-
dev,X51005757282,What share of the cash was returned as the change?,0.51,Malaysian ringgit,ratio,division
dev,X51005757282,What is the quantity of the change?,25.5,Malaysian ringgit,amount,-
dev,X51005757282,How much cash was received?,50.0,Malaysian ringgit,amount,-
dev,X51005757342,How much is the lowest unit price?,0.2,Malaysian ringgit,amount,division;sorting
dev,X51005757342,What is the mean price in the first 2 positions?,3.0,Malaysian ringgit,amount,counting;division;sorting;summation
dev,X51005757342,How many goods in the 2nd position can be purchased for 6?,2.0,Malaysian ringgit,count,division;sorting
dev,X51005757342,How much should be paid for 5 items from the 2nd position?,10.5,Malaysian ringgit,amount,multiplication;sorting
dev,X51005757342,Which position has the minimum amount?,1.0,Malaysian ringgit,count,sorting
dev,X51005757342,What is the quantity of items in the 2nd position?,2.0,Malaysian ringgit,count,sorting
dev,X51005757342,How many zero prices are among the menu?,0.0,Malaysian ringgit,count,counting
dev,X51005757342,How many positions does the receipt contain?,3.0,Malaysian ringgit,count,counting
dev,X51005757342,How much is tax to total amount ratio?,0.0564516129032258,Malaysian ringgit,ratio,division
dev,X51005757342,Which part of cash was given back as change?,0.938,Malaysian ringgit,ratio,division
dev,X51005757342,How much should be paid?,6.2,Malaysian ringgit,amount,-
dev,X51005757342,What is the quantity of the change?,93.8,Malaysian ringgit,amount,-
dev,X51005757342,How much was paid by cash?,100.0,Malaysian ringgit,amount,-
dev,X51005764154,What is the mean price of a position?,68.5,Malaysian ringgit,amount,counting;division;summation
dev,X51005764154,How many positions were bought?,3.0,Malaysian ringgit,count,counting
dev,X51005764154,What is the highest unit price in the receipt?,108.0,Malaysian ringgit,amount,division;sorting
dev,X51005764154,What is the total quantity of goods sold?,12.0,Malaysian ringgit,count,summation
dev,X51005764154,What is the maximum price in the first 2 positions?,62.5,Malaysian ringgit,amount,counting;sorting
dev,X51005764154,How many positions are with unit price larger than 6.25?,2.0,Malaysian ringgit,count,counting;division;sorting
dev,X51005764154,Which position has the maximum amount?,2.0,Malaysian ringgit,count,sorting
dev,X51005764154,What would be the price of the 1st position if the quantity in that position were to change to 4?,140.0,Malaysian ringgit,amount,division;multiplication;sorting
dev,X51005764154,How many positions are free of cost?,0.0,Malaysian ringgit,count,counting
dev,X51005764154,What is net total and total amount ratio?,0.9434063260340632,Malaysian ringgit,ratio,division
dev,X51005764154,What is the total amount paid?,205.5,Malaysian ringgit,amount,-
dev,X51005764154,What is the payment made by cash?,205.5,Malaysian ringgit,amount,-
dev,X51005806695,How many goods in the 1st position can be bought for 4?,1.0,Malaysian ringgit,count,division;sorting
dev,X51005806695,How many positions are in the receipt?,1.0,Malaysian ringgit,count,counting
dev,X51005806695,How many goods are in the 1st position?,2.0,Malaysian ringgit,count,sorting
dev,X51005806695,How many goods were sold in total?,2.0,Malaysian ringgit,count,summation
dev,X51005806695,How much was paid by cash?,4.1,Malaysian ringgit,amount,-
dev,X51005806695,How much should be paid?,4.1,Malaysian ringgit,amount,-
dev,X51005806696,How much should be paid for 7 items from the 3rd position?,17.5,Malaysian ringgit,amount,multiplication;sorting
dev,X51005806696,How many positions are with unit price larger than 0.1?,2.0,Malaysian ringgit,count,counting;division;sorting
dev,X51005806696,What is the total number of positions?,3.0,Malaysian ringgit,count,counting
dev,X51005806696,How many positions do contain zero price?,0.0,Malaysian ringgit,count,counting
dev,X51005806696,Which position has the highest amount?,1.0,Malaysian ringgit,count,sorting
dev,X51005806696,What is the price of the 1st position in thousands?,0.002,Malaysian ringgit,amount,division;sorting
dev,X51005806696,What is the average price of a position?,2.4,Malaysian ringgit,amount,counting;division;summation
dev,X51005806696,How much is the rounding?,0.02,Malaysian ringgit,amount,-
dev,X51005806696,What is net total and total amount ratio?,1.0,Malaysian ringgit,ratio,division
dev,X51005806696,What share of the cash was returned as the change?,0.235,Malaysian ringgit,ratio,division
dev,X51005806696,How much was paid by cash?,10.0,Malaysian ringgit,amount,-
dev,X51005806696,What is the total amount paid?,7.65,Malaysian ringgit,amount,-
dev,X51005806696,How much is the change?,2.35,Malaysian ringgit,amount,-
dev,X51005806718,What is the price of the 1st position in thousands?,0.011,Malaysian ringgit,amount,division;sorting
dev,X51005806718,How many positions are in the receipt?,2.0,Malaysian ringgit,count,counting
dev,X51005806718,How much should be paid for 5 items from the 1st position?,55.0,Malaysian ringgit,amount,multiplication;sorting
dev,X51005806718,What is the total price of the first 2 positions?,40.8,Malaysian ringgit,amount,sorting;summation
dev,X51005806718,How many positions are with price larger than 9.40 in the receipt?,1.0,Malaysian ringgit,count,counting;sorting
dev,X51005806718,Which position has the largest amount?,1.0,Malaysian ringgit,count,sorting
dev,X51005806718,How many positions are free of charge?,0.0,Malaysian ringgit,count,counting
dev,X51005806718,What is the largest unit price in the receipt?,10.38,Malaysian ringgit,amount,division;sorting
dev,X51005806718,How much is the change?,10.2,Malaysian ringgit,amount,-
dev,X51005806718,What is the total amount?,40.8,Malaysian ringgit,amount,-
dev,X51005806718,How much was paid by cash?,51.0,Malaysian ringgit,amount,-
dev,X51005806718,Which part of cash was given back as change?,0.1999999999999999,Malaysian ringgit,ratio,division
dev,X51005806719,What is the price of the 1st position in thousands?,0.021,Malaysian ringgit,amount,division;sorting
dev,X51005806719,How much should be paid for 6 products from the 1st position?,126.0,Malaysian ringgit,amount,multiplication;sorting
dev,X51005806719,How many goods were sold in total?,3.0,Malaysian ringgit,count,summation
dev,X51005806719,How many goods in the 1st position can be purchased for 100?,4.0,Malaysian ringgit,count,division;sorting
dev,X51005806719,What is the total number of positions?,1.0,Malaysian ringgit,count,counting
dev,X51005806719,What is the total amount paid?,63.0,Malaysian ringgit,amount,-
dev,X51005806719,How much is tax to total amount ratio?,0.0566666666666666,Malaysian ringgit,ratio,division
dev,X51005806719,How much was paid by cash?,70.0,Malaysian ringgit,amount,-
dev,X51005806719,Which part of cash was given back as change?,0.1,Malaysian ringgit,ratio,division
dev,X51005806719,What is the quantity of the change?,7.0,Malaysian ringgit,amount,-
dev,X51006008081,How many positions are with price lower than or equal to 31.8 in the receipt?,6.0,Malaysian ringgit,count,counting;sorting
dev,X51006008081,How many positions were bought?,6.0,Malaysian ringgit,count,counting
dev,X51006008081,What is the price of the 7th position in thousands?,-0.2,Malaysian ringgit,amount,division;sorting
dev,X51006008081,How many positions do contain zero price?,0.0,Malaysian ringgit,count,counting
dev,X51006008081,What is the largest unit price in the receipt?,159.0,Malaysian ringgit,amount,division;sorting
dev,X51006008081,What is the quantity of products in the 1st position?,1.0,Malaysian ringgit,count,sorting
dev,X51006008081,How much is the rounding?,0.01,Malaysian ringgit,amount,-
dev,X51006008081,How much is tax to total amount ratio?,0.0566195939982347,Malaysian ringgit,ratio,division
dev,X51006008081,What is the total amount paid?,226.6,Malaysian ringgit,amount,-
